stationReference,value,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
4703,1.433,Broadeye Bridge,52.807006,-2.123061,2.536,0.28,2.0,0.337
4710,0.985,Field Mill,53.137597,-1.198884,1.661,0.5720000000000001,1.4,0.602
47101,0.0,Rainfall station,50.804076,-4.356504,,,,
47105,0.0,Rainfall station,50.686858,-4.234529,,,,
47106,0.0,Rainfall station,50.562235,-4.481386,,,,
47108,0.0,Rainfall station,50.586706,-4.106872,,,,
47112,0.0,Rainfall station,50.440912,-4.010253,,,,
47113,0.0,Rainfall station,50.418385,-3.960029,,,,
47144,0.0,Rainfall station,50.677206,-4.612016,,,,
47155,0.0,Rainfall station,50.416367,-4.126049,,,,
47156,0.0,Rainfall station,50.700026,-4.056719,,,,
47157,0.0,Rainfall station,50.431628,-4.270363,,,,
47158,0.1,Rainfall station,50.771514,-4.228634,,,,
47159,0.2,Rainfall station,50.644847,-4.529589,,,,
47160,0.0,Rainfall station,50.877791,-4.488167,,,,
47161,0.0,Rainfall station,50.516447,-4.209541,,,,
47163,0.0,Rainfall station,50.366737,-4.230702,,,,
47164,0.0,Rainfall station,50.501188,-4.060758,,,,
47166,0.0,Rainfall station,50.549928,-3.999359,,,,
47167,0.0,Rainfall station,50.377366,-3.992093,,,,
47168,0.0,Rainfall station,50.660116,-4.359193,,,,
47170,0.0,Rainfall station,50.546683,-4.319646,,,,
47176,,Rainfall station,50.584943,-4.054524,,,,
4729,0.608,Scalford Dam,52.777175,-0.87826,,,,
4730TH,0.046,Whitwell,51.876889,-0.28128,0.282,-0.114,0.5,0.021
4741,1.398,Pillings GATE,52.758038,-1.162817,,,,
475212_TG_354,0.2,Rainfall station,52.205774,-2.572843,,,,
4761,0.182,Spinney Hill Park LVL,52.635449,-1.104604,,,,
4770TH,0.075,Fulling Mill,51.837638,-0.221289,0.548,-0.457,0.66,-0.136
4790TH,0.44,Panshanger,51.803418,-0.141267,1.284,0.224,1.07,0.312
48100,0.0,Rainfall station,50.127328,-5.568494,,,,
48102,0.0,Rainfall station,50.223298,-5.305022,,,,
48103,0.0,Rainfall station,50.1602,-5.114418,,,,
48105,0.0,Rainfall station,50.303659,-5.098505,,,,
48106,0.0,Rainfall station,50.390633,-4.752406,,,,
48148,0.0,Rainfall station,50.171774,-5.437334,,,,
4815,0.923,"Liverpool Road, Stoke-On-Trent",53.007835,-2.185525,2.357,0.0,1.0,0.03
48155,0.0,Rainfall station,50.593242,-4.743017,,,,
48157,0.0,Rainfall station,50.286686,-4.810984,,,,
48159,0.0,Rainfall station,50.222785,-5.161963,,,,
4815TH,0.145,Walkern,51.919973,-0.123165,1.494,-0.083,1.225,-0.07
48169,0.0,Rainfall station,50.191057,-5.514391,,,,
48170,0.0,Rainfall station,50.131262,-5.251088,,,,
48171,0.0,Rainfall station,50.035296,-5.208282,,,,
48180,0.0,Rainfall station,50.382625,-4.896844,,,,
48181,0.0,Rainfall station,50.339136,-4.836569,,,,
48182,0.0,Rainfall station,50.249425,-5.040268,,,,
48192,0.0,Rainfall station,50.238386,-5.248557,,,,
48199,0.0,Rainfall station,50.356962,-4.730773,,,,
4821,0.088,Ogston Comp LVL,53.134236,-1.430342,,,,
4827TH,0.11,Bragbury Park,51.874477,-0.149495,1.009,0.033,0.8,0.053
4832TH,0.403,Watton at Stone,51.861312,-0.11775,1.554,0.208,1.3,0.28
4843,1.201,Hanford Bridge,52.981564,-2.19971,2.325,0.248,1.91,0.335
4863,0.622,Cresswell,52.948907,-2.036414,1.86,0.113,0.92,0.357
4868TH,0.711,Dane End,51.875292,-0.062702,1.772,0.547,1.4,0.6920000000000001
4878,1.369,Brookvale Road,52.515925,-1.880351,3.652,0.222,2.0,0.324
4883,2.182,Belper LVL,53.029381,-1.486357,,,,
4890TH,0.207,"Hertford, Hartham Park",51.801234,-0.079759,1.537,0.098,0.8,0.127
4895,0.384,Wallgrange,53.079153,-2.052945,2.279,0.037,1.88,0.068
4896,1.453,Swans Barn,52.507787,-1.704544,2.83,0.718,1.9,0.75
4898,1.558,Hatton,52.861553,-1.678994,3.773,0.289,2.48,0.387
490001TP,0.0,Rainfall station,51.903913,0.021245,,,,
49101,0.0,Rainfall station,50.481782,-4.701312,,,,
49102,0.0,Rainfall station,50.382424,-4.56061,,,,
49104,0.0,Rainfall station,50.509966,-4.568918,,,,
49105,0.0,Rainfall station,50.558792,-4.637937,,,,
49106,,Rainfall station,50.639798,-4.675005,,,,
49108,0.0,Rainfall station,50.733448,-4.549952,,,,
4912TH,0.145,Buntingford,51.946826,-0.016987,1.584,0.053,1.92,0.061
49147,0.0,Rainfall station,50.391624,-5.071876,,,,
49149,0.0,Rainfall station,50.679797,-4.695684,,,,
49151,0.0,Rainfall station,50.480775,-4.463019,,,,
49162,0.0,Rainfall station,50.438007,-4.948114,,,,
49171,0.0,Rainfall station,50.419841,-4.409173,,,,
49172,0.0,Rainfall station,50.589351,-4.830395,,,,
4939TH,0.152,Braughing,51.904243,0.020897,1.654,0.027,1.1,0.062
4980TH,0.379,Wadesmill,51.839044,-0.027533,1.986,0.053,2.0,0.128
50101,0.0,Rainfall station,50.975364,-4.291091,,,,
50103,0.0,Rainfall station,50.880864,-4.152815,,,,
50105,0.0,Rainfall station,50.703195,-3.977548,,,,
50106,0.0,Rainfall station,50.737466,-3.91805,,,,
50108,0.0,Rainfall station,50.925011,-3.713738,,,,
50109,0.0,Rainfall station,50.985116,-3.661811,,,,
50110,0.0,Rainfall station,51.016891,-3.822629,,,,
50111,0.0,Rainfall station,51.163435,-3.937101,,,,
50112,0.1,Rainfall station,51.219415,-3.751859,,,,
50126,0.933,Coney Gut,51.073179,-4.041276,2.967,0.304,0.8150000000000001,0.474
50137,0.339,Portmarsh Lane,51.074943,-4.050919,2.95,0.0,0.5,0.064
50139,0.406,Swimbridge,51.053143,-3.969407,1.178,0.0,0.59,0.049
5016TH,0.347,Furneux Pelham,51.930418,0.086394,1.6920000000000002,0.104,1.43,0.13
50187,0.0,Rainfall station,50.909721,-4.380331,,,,
50188,0.0,Rainfall station,51.178491,-4.106562,,,,
50194,0.0,Rainfall station,51.024089,-4.236452,,,,
50199,0.0,Rainfall station,50.873373,-3.798545,,,,
5039TH,0.169,Little Hadham,51.884165,0.09127,1.973,-0.171,0.8200000000000001,-0.097
5080TH,0.225,Mardock,51.814817,0.020302,1.61,0.059,0.8,0.095
510001,0.2,Rainfall station,51.838464,0.162023,,,,
51102,0.0,Rainfall station,51.117739,-3.349372,,,,
51111,0.29,Williton,51.159618,-3.320133,1.618,0.0,0.5,0.024
51124,0.0,Rainfall station,51.207152,-3.536655,,,,
51125,0.0,Rainfall station,51.193548,-3.612054,,,,
51126,0.0,Rainfall station,51.124753,-3.200962,,,,
51127,0.0,Rainfall station,51.163886,-3.611019,,,,
5112TH,0.537,Clavering,51.965459,0.146003,2.333,-0.27,1.3,0.027
5129TH,0.147,"Stansted Mountfitchet, Gypsy Lane",51.89464,0.186331,0.874,-0.19,0.7000000000000001,0.058
5141TH,0.314,"Bishops Stortford, Grange Paddocks",51.878177,0.160906,1.8,-0.002,1.15,0.059
5151TH,1.189,Sawbridgeworth,51.812151,0.158674,1.979,0.806,1.633,0.939
5169TH,0.236,Sheering Hall,51.792981,0.16688,1.711,0.002,1.47,0.076
5171TH,1.179,Harlow Mill,51.795404,0.134177,2.948,0.784,2.015,-0.014
5172TH,1.066,Pishiobury Brook,51.795404,0.134177,2.87,0.84,2.078,0.016
5189TH,0.106,"Harlow, Elizabeth Way",51.773908,0.073644,2.145,0.036,1.9,0.053
5190TH,1.394,"Roydon, Glen Faba",51.764828,0.015113,1.859,0.611,1.81,1.337
52100,0.0,Rainfall station,51.054044,-3.336105,,,,
52101,0.0,Rainfall station,50.971757,-3.122948,,,,
52102,0.0,Rainfall station,51.064754,-2.737025,,,,
52103,0.0,Rainfall station,50.902608,-2.632068,,,,
52105,0.0,Rainfall station,51.134741,-2.999693,,,,
52118,4.485,Currymoor Pumping Station,51.054966,-2.936065,5.099,1.33,4.297,1.713
52119,1.859,Gaw Bridge,50.976043,-2.793549,3.843,0.16,2.8,0.231
52120,3.574,Huish Episcopi Pumping Station,51.031669,-2.798991,4.92,0.8,3.476,1.437
52121,0.153,Sherborne Lake,50.947873,-2.503101,0.388,0.0,0.2,0.02
52126,1.898,Westover Pumping Station,51.034896,-2.833902,3.834,0.18,2.26,0.5640000000000001
52127,2.556,Currymoor Pumping Station,51.054966,-2.936065,5.183,0.0,3.2,0.62
52129,0.0,Rainfall station,50.875913,-2.981351,,,,
52147,0.0,Rainfall station,51.053779,-2.892367,,,,
52148,0.0,Rainfall station,50.853381,-2.745053,,,,
52149,0.0,Rainfall station,50.937299,-2.527224,,,,
52150,0.1,Rainfall station,51.128821,-3.323971,,,,
52152,2.28,Huish Episcopi Pumping Station,51.031606,-2.799018,3.876,0.809,2.057,0.94
52153,2.241,Midelney,51.008129,-2.832096,3.93,0.312,3.019,0.917
52154,1.548,Midelney,51.008129,-2.832096,4.038,0.422,1.463,0.67
52201,0.0,Rainfall station,51.270102,-2.682969,,,,
52203,0.0,Rainfall station,51.408672,-2.666341,,,,
52208,1.766,Bruton Dam,51.116056,-2.430837,10.7,0.006,3.714,0.239
52210,0.0,Rainfall station,51.116625,-2.434971,,,,
52211,0.551,Bruton Surgery,51.112337,-2.451073,2.692,0.2,0.673,0.19
52222,0.0,Rainfall station,51.133861,-2.392257,,,,
52223,0.0,Rainfall station,51.393485,-2.917648,,,,
52224,0.0,Rainfall station,51.173877,-2.508462,,,,
52225,0.0,Rainfall station,51.260327,-2.806074,,,,
52227,0.0,Rainfall station,51.183161,-2.90631,,,,
52228,0.0,Rainfall station,51.440951,-2.8222,,,,
5263TH,30.5,Tumbling Bay Weir,51.809124,-0.023037,31.111,30.131,30.733,30.29
5280TH,2.805,"Hoddesdon, Rye Bridge",51.770008,0.006126,3.222,2.713,3.4,2.81
5290TH,0.063,RIVER LEE AT FEILDES WEIR (GAUGED),51.76417,0.01362,,,,
5291TH,-76.0,Feildes Weir,51.76432,0.014322,,,,
5302TH,0.342,RYE MEADS EFFLUENT AT RYE MEADS,51.769116,0.016232,,,,
5303TH,109.0,Richard White Radial Gates,51.753614,0.01247,,,,
5308TH,0.872,"Cheshunt, Rosedale Way",51.713361,-0.060582,1.57,0.734,2.4,0.767
53100,0.2,Rainfall station,51.633453,-2.15382,,,,
53101,0.0,Rainfall station,51.602099,-2.455479,,,,
53102,0.0,Rainfall station,51.549024,-2.052583,,,,
53103,0.2,Rainfall station,51.530109,-1.896872,,,,
53104,0.0,Rainfall station,51.538159,-2.480793,,,,
53106,0.0,Rainfall station,51.474338,-2.127367,,,,
53107,0.0,Rainfall station,51.416755,-2.485269,,,,
53108,0.0,Rainfall station,51.38314,-2.325412,,,,
53109,0.0,Rainfall station,51.360132,-2.138539,,,,
53110,0.0,Rainfall station,51.341928,-2.266258,,,,
531101,0.0,Rainfall station,51.633863,-2.371995,,,,
531108,0.0,Rainfall station,51.237472,-2.325815,,,,
53111,0.0,Rainfall station,51.315105,-2.495674,,,,
531115,7.768,Eastville,51.470324,-2.566101,8.494,0.005,8.7,7.482
53113,0.0,Rainfall station,51.290973,-1.963375,,,,
53114,0.0,Rainfall station,51.230621,-2.486172,,,,
53115,0.0,Rainfall station,51.210084,-2.450167,,,,
531160,5.358,"Keynsham, Rivermead",51.419019,-2.487954,,,,
531172,0.0,Rainfall station,51.277706,-2.608531,,,,
531175,0.0,Rainfall station,51.546033,-2.267448,,,,
531178,0.2,Rainfall station,51.596598,-2.146477,,,,
531179,0.0,Rainfall station,51.460233,-2.609517,,,,
531184,0.0,Rainfall station,51.236826,-2.216949,,,,
531187,,Hancocks Water Reservoir,51.535097,-1.885111,,,,
53126,1.041,Saltford,51.399488,-2.447727,2.306,0.41,1.409,0.455
53133,0.655,Netham Weir,51.451028,-2.55481,3.22,0.0,2.91,0.151
5313TH,1.07,Lower Nazeing,51.735268,0.019953,2.709,-0.39,2.0,0.099
53147,0.915,Tubbs Bottom,51.543699,-2.464859,5.89,-1.61,0.591,0.141
53159,0.0,Rainfall station,51.366659,-2.621201,,,,
53184,1.26,Ashton Vale,51.439017,-2.62578,3.603,0.8300000000000001,1.16,0.914
5318TH,0.717,"Cheshunt, Windmill Lane",51.703222,-0.022505,1.971,0.345,2.1,0.366
5321TH,93.0,David Stoker Radial Gates,51.697274,-0.013228,,,,
5322TH,0.479,"Cheshunt, Trinity Lane",51.691657,-0.027263,1.16,0.366,1.1,0.381
5327TH,0.147,Waltham Abbey,51.691132,0.015788,1.484,-0.006,2.714,0.033
5329TH,0.267,"Waltham Abbey, Sewardstone Road",51.681471,0.004958,2.52,-0.095,1.21,0.066
5339TH,0.235,"Enfield, Ordance Road",51.671889,-0.019618,1.198,0.024,1.4,0.108
5349TH,0.185,"Enfield, Albany Park",51.668821,-0.035081,1.394,0.021,1.1,0.05
5355TH,1.027,"Enfield, The Chine",51.643461,-0.095003,2.418,0.922,2.2,0.958
5357TH,0.157,Edmonton Green,51.626104,-0.060318,1.19,0.052,0.8,0.071
5362TH,0.145,New Barnet,51.650298,-0.164059,0.984,-0.002,1.1,0.041
5364TH,2.549,Arnos Park,51.616543,-0.126609,3.052,2.496,3.0,2.511
5369TH,0.075,"Edmonton, Silver Street",51.615727,-0.065253,1.452,0.0,1.7000000000000002,0.042
5376TH,0.256,Chingford,51.619051,0.008836,1.477,0.142,1.2,0.151
5378TH,1.173,Walthamstow,51.603395,-0.012274,4.759,0.598,2.604,0.995
5380TH,0.265,"Walthamstow, Low Hall",51.574894,-0.043637,2.199,-0.192,1.35,0.014
5390TH,5.826,Lea Bridge,51.567832,-0.051025,6.484,5.065,6.1,5.7780000000000005
5420TH,0.335,High Ongar,51.713888,0.259177,2.184,0.01,1.45,0.047
5425TH,0.295,Moreton,51.739256,0.219552,4.059,-0.361,2.0,0.055
5427TH,0.285,Chipping Ongar,51.709101,0.239586,2.415,-0.006,1.3,0.083
5442TH,0.924,Shonks Mill Bridge,51.661693,0.209122,2.385,0.148,2.0,0.271
5459TH,1.839,Abridge,51.65178,0.119024,2.603,0.799,2.1,0.8200000000000001
5470TH,0.77,Loughton,51.640481,0.081584,1.862,0.008,1.3,0.029
5480TH,0.583,Redbridge,51.576239,0.040575,2.3,0.07,1.44,0.123
5484TH,2.714,Loxford Sluices FD,51.52639,0.091773,,,,
5496TH,-0.977,Horseshoe Corner Tidal Sluice FD,51.519084,0.132433,,,,
550148,,Rainfall station,53.409248,-3.113909,,,,
551440,0.0,Rainfall station,53.276556,-2.854006,,,,
551706,0.0,Rainfall station,53.055708,-2.6691,,,,
5518TH,0.432,Collier Row,51.597866,0.154258,1.346,0.258,1.502,0.266
5522TH,0.391,Romford,51.583879,0.172001,1.152,0.277,0.7000000000000001,0.293
552376,0.0,Rainfall station,52.965913,-2.459268,,,,
5541TH,0.198,Hornchurch_Bretons Farm,51.546517,0.183966,1.163,0.029,3.09,0.084
554472,0.0,Rainfall station,53.169907,-2.103919,,,,
5544TH,-0.493,Beam Auto Sluice FD,51.528524,0.165429,,,,
5546TH,1.138,Harold Park,51.599864,0.249585,2.757,-0.368,2.2,-0.235
5550TH,0.198,Gaynes Park,51.553141,0.236647,1.751,0.046,1.15,0.095
555207,0.0,Rainfall station,53.114913,-2.221812,,,,
5563TH,0.619,Havering Tidal Sluice FD,51.510944,0.165849,,,,
558016,0.2,Rainfall station,53.24456,-1.997705,,,,
558491,1.0,Rainfall station,53.38925,-1.919511,,,,
558844,0.0,Rainfall station,53.49079,-1.883147,,,,
559100R,0.2,Rainfall station,53.45937,-1.93444,,,,
559586,0.0,Rainfall station,53.534889,-2.012778,,,,
559969,0.2,Rainfall station,53.459311,-2.134747,,,,
560557,0.0,Rainfall station,53.431001,-2.352893,,,,
560631,0.0,Rainfall station,53.718989,-2.194675,,,,
560943,0.0,Rainfall station,53.697953,-2.353609,,,,
561299,0.0,Rainfall station,53.65712,-2.049131,,,,
561613,0.0,Rainfall station,53.663285,-2.180798,,,,
562417,0.0,Rainfall station,53.60958,-2.440532,,,,
562656,0.0,Rainfall station,53.539768,-2.35078,,,,
562992_,0.0,Rainfall station,53.535499,-2.263235,,,,
563170,0.0,Rainfall station,53.53478,-2.162144,,,,
564154,0.0,Rainfall station,53.497891,-2.499671,,,,
564160,0.0,Rainfall station,53.381621,-2.570469,,,,
564595,0.2,Rainfall station,53.240041,-2.077118,,,,
564769,0.0,Rainfall station,53.300189,-2.155251,,,,
567866,0.0,Rainfall station,53.460365,-2.916431,,,,
568363,,Rainfall station,53.571911,-3.017001,,,,
569323,0.0,Rainfall station,53.678587,-2.942358,,,,
569709,0.0,Rainfall station,53.604601,-2.556847,,,,
569848,0.0,Rainfall station,53.58714,-2.633659,,,,
570099,0.0,Rainfall station,53.511139,-2.721493,,,,
570231,0.0,Rainfall station,53.596101,-2.789423,,,,
570788,0.0,Rainfall station,53.653543,-2.654324,,,,
571479,0.0,Rainfall station,54.217501,-2.3335,,,,
571894,0.0,Rainfall station,54.103514,-2.27294,,,,
573342,0.0,Rainfall station,53.986218,-2.429249,,,,
573674,0.0,Rainfall station,53.971437,-2.529714,,,,
574656,0.0,Rainfall station,53.833251,-2.102519,,,,
574718,0.0,Rainfall station,53.851109,-2.196809,,,,
575335,0.0,Rainfall station,53.862447,-2.348914,,,,
575384,0.0,Rainfall station,53.790306,-2.422692,,,,
575935,0.0,Rainfall station,53.694788,-2.486856,,,,
576578,0.0,Rainfall station,53.811772,-2.647675,,,,
576635,0.0,Rainfall station,53.774607,-2.703245,,,,
576925,0.0,Rainfall station,53.748659,-2.825643,,,,
577271,0.0,Rainfall station,53.783353,-2.991754,,,,
577417,0.0,Rainfall station,53.908061,-3.019063,,,,
577794,0.0,Rainfall station,53.986056,-2.662577,,,,
578009,0.0,Rainfall station,53.927308,-2.719516,,,,
579167,0.0,Rainfall station,53.897316,-2.901619,,,,
579623,0.0,Rainfall station,54.01325,-2.77441,,,,
581159,0.0,Rainfall station,54.31472,-2.538727,,,,
582191,0.0,Rainfall station,54.144383,-2.433946,,,,
582837,0.0,Rainfall station,54.090487,-2.425739,,,,
582970,0.0,Rainfall station,54.122231,-2.572947,,,,
583948,0.0,Rainfall station,54.064769,-2.863989,,,,
584772,0.0,Rainfall station,54.3319,-2.69427,,,,
585022,,Rainfall station,54.440718,-2.825629,,,,
585122,0.0,Rainfall station,54.406987,-2.892739,,,,
585512,0.0,Rainfall station,54.37577,-2.72272,,,,
586056,0.0,Rainfall station,54.264682,-2.808288,,,,
586493,0.0,Rainfall station,54.246782,-2.923038,,,,
586820,0.0,Rainfall station,54.444792,-3.103284,,,,
586898,0.0,Rainfall station,54.420708,-2.977801,,,,
587552,0.0,Rainfall station,54.313112,-2.946042,,,,
588006,0.0,Rainfall station,54.378286,-3.103039,,,,
588705,0.0,Rainfall station,54.190769,-3.163942,,,,
588886,0.0,Rainfall station,54.136092,-3.238939,,,,
589359,0.0,Rainfall station,54.342135,-3.21744,,,,
591419,0.2,Rainfall station,54.427181,-3.488178,,,,
591642,0.0,Rainfall station,54.525099,-3.417569,,,,
591878,0.0,Rainfall station,54.529816,-3.545999,,,,
592158,0.0,Rainfall station,54.498215,-3.557159,,,,
592448,0.0,Rainfall station,54.498872,-3.181948,,,,
592464,0.0,Rainfall station,54.511299,-3.197753,,,,
592848,,Rainfall station,54.532336,-3.062374,,,,
592860,0.0,Rainfall station,54.56648,-3.063261,,,,
593362,0.0,Rainfall station,54.614148,-3.157414,,,,
593893,0.0,Rainfall station,54.703741,-3.274806,,,,
594202,0.0,Rainfall station,54.58826,-3.316076,,,,
595273,0.0,Rainfall station,54.760082,-3.214413,,,,
596026,0.0,Rainfall station,54.849851,-3.310562,,,,
596791,0.0,Rainfall station,54.843273,-3.064299,,,,
597519,0.0,Rainfall station,54.362171,-2.342366,,,,
598147,0.0,Rainfall station,54.504409,-2.241634,,,,
598691,0.0,Rainfall station,54.569482,-2.432265,,,,
598928,0.0,Rainfall station,54.524262,-2.505948,,,,
600140,0.0,Rainfall station,54.500172,-2.930285,,,,
600683,0.0,Rainfall station,54.592579,-2.950962,,,,
600735,0.0,Rainfall station,54.630789,-2.88989,,,,
600986,0.0,Rainfall station,54.497275,-2.692439,,,,
601304,0.0,Rainfall station,54.536396,-2.762648,,,,
602253,0.0,Rainfall station,54.779014,-2.608625,,,,
603111,0.0,Rainfall station,55.093207,-2.481773,,,,
603315,0.0,Rainfall station,55.026371,-2.560748,,,,
604040,0.0,Rainfall station,54.876682,-2.663085,,,,
604742,0.0,Rainfall station,54.670137,-2.788412,,,,
605382,,Rainfall station,54.680261,-2.999541,,,,
605936,0.0,Rainfall station,54.716254,-2.87779,,,,
606299,0.0,Rainfall station,54.899013,-2.953493,,,,
613467,0.2,Rainfall station,55.005582,-2.999799,,,,
613905,0.0,Rainfall station,55.089491,-2.693238,,,,
6303,0.488,High Bridge LVL,52.423104,-1.431916,,,,
720535,7.007,Catterall,53.866048,-2.811986,9.969,4.603,8.8,6.0
720763,0.76,Fleetwood,53.926518,-3.00474,6.26,,,
920359,0.0,Rainfall station,55.553328,-1.997587,,,,
921083,0.0,Rainfall station,55.502931,-2.138485,,,,
924203,0.0,Rainfall station,55.765373,-2.031043,,,,
Coldw1,,Rainfall station,53.823309,-2.154144,,,,
E10000,2.8,Rainfall station,50.950807,-0.528647,,,,
E10018,1.876,PALLINGHAM GS,50.996436,-0.510104,,,,
E10120,1.0,Rainfall station,51.120939,-0.616127,,,,
E1013,0.2,Brigsley,53.496174,-0.11262,1.245,0.0,0.61,0.066
E10130,0.0,Rainfall station,51.185738,-0.408138,,,,
E10140,1.0,Rainfall station,51.023941,-0.551999,,,,
E10170,0.451,Cowbridge,53.007414,-0.020733,1.903,0.0,1.62,0.309
E10360,0.5,Rainfall station,51.037622,-0.899591,,,,
E10368,0.199,Princes Marsh,51.037463,-0.89988,1.955,0.44,0.9,0.08
E10370,1.8,Rainfall station,50.999633,-0.78648,,,,
E10380,1.744,Lodsbridge,50.983264,-0.669759,4.594,0.0,1.842,0.466
E10389,0.515,Iping Mill,50.999232,-0.786847,3.107,0.173,1.1,0.28
E1039,0.0,Rainfall station,53.102452,0.317508,,,,
E10440,0.243,Halfway Bridge,50.992202,-0.674476,2.9290000000000003,-0.065,1.5,0.024
E10450,1.6,Rainfall station,50.933357,-0.647317,,,,
E10500,0.6,Rainfall station,51.000801,-0.904738,,,,
E10510,1.0,Rainfall station,51.053802,-0.642384,,,,
E10824,0.235,Westbourne,50.861097,-0.928616,1.037,0.0,0.8,0.058
E10893,-0.129,Graylingwell,50.851113,-0.764553,0.922,0.0,0.613,0.001
E11040,1.8,Rainfall station,50.889075,-0.881768,,,,
E11060,1.7,Rainfall station,50.853543,-0.666675,,,,
E11080,1.6,Rainfall station,50.828064,-0.805132,,,,
E11090,0.294,Bosham Moreton Road,50.831317,-0.857887,5.001,3.99,4.75,4.02
E1110,1.774,Edenbridge,51.194078,0.065165,4.235,0.0,2.63,0.251
E11120,2.4,Rainfall station,50.78281,-0.694221,,,,
E11191,0.0,Rainfall station,50.923464,-0.81265,,,,
E11301,0.347,North Fareham weir,50.863667,-1.166426,2.215,0.012,1.39,0.076
E11321,0.133,Crosslands Drive,50.860206,-0.976619,1.43,0.01,1.43,0.03
E11350,1.237,Browndown,50.791953,-1.170468,1.72,0.124,1.6,0.13
E1140,1.168,Penshurst,51.172608,0.173074,2.978,0.002,2.07,0.085
E1141,1.168,PENSHURST GS,51.172777,0.173655,,,,
E11461,0.1,Rainfall station,50.902688,-1.10472,,,,
E1147,0.168,Goulceby,53.296901,-0.131922,1.185,0.0,0.35,0.019
E11470,1.5,Rainfall station,50.852298,-0.990615,,,,
E11480,1.7,Rainfall station,51.253545,-1.255547,,,,
E1162,1.085,Lingfield Eden Brook,51.171954,-0.007351,2.904,0.0,1.494,0.069
E1163,0.119,Heighington Beck,53.212345,-0.44111,0.74,0.0,0.19,0.02
E11690,0.332,Mislingford,50.923515,-1.162981,0.88,0.05,0.65,0.08
E11723,0.211,East Meon,50.99496,-1.033579,0.718,0.102,0.648,0.104
E1179,0.0,Rainfall station,52.456899,-1.052938,,,,
E11820,0.0,Rainfall station,50.828711,-1.195588,,,,
E1187,0.392,Kirkby On Bain,53.144196,-0.140051,2.073,-1.15,1.1,0.003
E1191,1.379,Kirkstead Bridge,53.143044,-0.241774,3.07,0.0,2.9,0.163
E12020,0.213,Frogmill,50.931347,-1.257371,1.631,0.01,0.92,0.03
E1203,1.021,Langrick Bridge,53.009861,-0.11602,3.357,0.0,1.439,0.517
E12160,0.0,Rainfall station,50.942234,-1.227791,,,,
E12401,0.217,Stoneham Lane,50.953881,-1.370394,1.006,0.017,0.75,0.059
E12412,1.243,Riverside Park,50.935796,-1.368504,2.194,0.73,2.05,1.4
E12430,0.37,Allbrook weir,50.987637,-1.34415,0.659,0.065,0.529,0.164
E12442,0.458,Highbridge weir,50.990287,-1.335564,0.993,0.0,0.75,0.259
E12450,0.564,City Mill,51.061255,-1.307865,1.275,-0.302,0.78,0.389
E12470,0.453,Wharf Mill,51.0582,-1.308338,1.148,0.002,0.81,0.319
E12483,0.653,Bishopstoke,50.969991,-1.33715,1.728,0.0,1.7000000000000002,0.45
E12520,0.193,Chandler's Ford,50.983422,-1.382474,1.118,0.0,1.04,0.028
E1253,1.104,Tallington,52.656869,-0.382584,1.76,0.0,1.367,0.137
E12551,0.219,Borough Bridge weir,51.087739,-1.189248,0.716,0.083,0.5,0.126
E12560,0.0,Rainfall station,51.006173,-1.114132,,,,
E12570,1.1,Rainfall station,51.008538,-1.335019,,,,
E12580,0.4,Rainfall station,51.089429,-1.328148,,,,
E12781,0.268,Sewards Bridge,51.086429,-1.181847,0.765,0.087,0.6000000000000001,0.125
E12791,0.315,Drove Lane 1.5,51.089282,-1.180897,0.71,0.13,0.65,0.2
E12801,0.314,Drove Lane,51.090021,-1.181212,0.732,0.13,0.55,0.173
E12810,0.173,West Meon,51.01114,-1.07498,0.927,0.001,0.512,0.05
E12821,0.0,Rainfall station,51.085476,-1.13689,,,,
E1290,0.0,Rainfall station,51.236919,-0.046806,,,,
E1299,0.449,North Witham,52.784469,-0.626388,1.81,0.0,0.84,0.079
E1300,0.2,Rainfall station,51.141861,-0.009362,,,,
E1310,,Weldon Flood Storage Reservoir,52.493886,-0.649292,,,,
E1320,0.1,Rainfall station,51.202399,0.077705,,,,
E13261,0.8,Rainfall station,50.788809,-1.033124,,,,
E13271,0.436,Romsey Botley Road,50.989153,-1.48518,1.319,0.01,0.76,0.065
E13281,0.092,Millbrook,50.919652,-1.447963,0.7030000000000001,0.0,0.5,0.026
E13291,0.651,Ower,50.955026,-1.534134,3.26,0.02,2.07,0.04
E13301,0.237,Bossington,51.080218,-1.523543,0.8300000000000001,0.05,0.63,0.1
E13363,1.223,Longbridge,50.957997,-1.495975,1.77,0.81,1.55,0.9
E13404,0.551,Conagar Bridge,50.941207,-1.495758,1.07,0.38,0.882,0.015
E13480,,Fishlake,50.997377,-1.496618,1.039,0.0,0.769,0.01
E13533,0.552,Stockbridge Side,51.115199,-1.495968,0.753,0.433,35.376,34.69
E13560,0.0,Rainfall station,50.993139,-1.491976,,,,
E13580,0.0,Rainfall station,51.103128,-1.562184,,,,
E13590,0.0,Rainfall station,50.953747,-1.533691,,,,
E13600,0.0,Rainfall station,50.880106,-1.558591,,,,
E1363,1.018,Bedford Road Sluice,52.229163,-0.868182,1.5670000000000002,0.0,1.041,0.935
E13810,0.22,Wherwell,51.166603,-1.441818,0.621,0.232,0.5,0.3
E13823,,Chilbolton Side,51.152223,-1.450813,1.007,0.591,1.0,0.4
